yr,fracfiling,ttwealth,ttdivw,ttintw,ttinttaxw,ttintexmw,ttschcpartw,ttscorw,ttrentw,ttmortw,ttrentmortw,ttrestw,ttpeniraw,ttpenw,fraceqpen,ttothdebt,ttcurrency,ttundtr_kg,ttundtr_div,ttundtr_int,ttundtr_bus,ttundtr_rent,ttfainc,ttfkcot,ttfkmik,ttfkprk,ttproptax_res,ttproptax_bus,ttfkinc,ttfkhou,ttfkhoumain,ttfkhourent,ttfkequ,ttfkfix,ttfkbus,ttfkpen,ttfkmor,ttfknmo,ttflinc,ttflemp,ttfllbu,ttflprl,ttsalestax,ttflwag,ttflsup,ttoacont,ttdicont,tthicont,ttuicont,ttsecont_oa,ttsecont_di,ttsecont_hi,ttptinc,ttplcon,ttinvincpen,ttpenben,ttuidiben,ttssben,ttuiben,ttssiben,ttsnapben,ttworkcompben,ttvetben,ttnonvetben,tttanfben,ttothben,ttmedicare,ttmedicaid,ttmedicaidenroll,ttothinkind,ttkindben,ttcolexp,tteducexp,ttnpishinc,ttgovint,tttax,ttben,ttprimsupgov,ttprisupss,ttprisupenprivate,payrolltaxer,pensioncont,healthcont,othbenefits,ttfedtax,ttstatetax,ttcred,ttestatetax,fracestp0p90,fracestp90p95,fracestp95p99,fracestp99p995,fracestp995p999,fracestp999p9999,fracesttop001,ttothcon,ttdiinc,ttdikin,ttninc,private_saving,piksaezden,piksaezwag,piksaezbus,piksaezint,piksaezdiv,piksaezren,piksaezdenKG,hwequ0,bond0,currency0,nonmort0,rental0,ownerhome0,ownermort0,hwbus0,hwpen0,flemp0,flmil0,fkhoumain0,fkhourent0,fkequ0,fkfix0,fkbus0,fkpen0,fkmor0,fknmo0,gdpdeflator,nideflator,cpipiksaez,pcedeflator,totadults20,adults65p,population,tottaxunits,minwage,paycap,ssrate,oarate,dirate,hirate,stdyr_s,stdyr_h,stdyr_m,snapded3,snapded4,snapded5,snapded6,snapdedkid,povcut1,povcut2,povcut3,povcut4,povcut5,povcut6,povcut7,povcut8,povcutadd,snapben1,snapben2,snapben3,snapben4,snapben5,snapben6,snapben7,snapben8,snapbenadd,snapbenmin,snapassn,snapasse,ssiress,ssiresc,ssicuts,ssicutc,snapparticip
1931,,325454.18,99514.30,82221.16,78706.37,3514.79,64820.85,0.00,26781.88,-15753.21,-6434.33,51421.52,0.00,19166.01,0.02,-15661.87,12943.55,0.00,0.00,0.00,0.00,0.00,68778.00,498.00,3200.10,503.51,2050.00,2344.00,19613.61,7239.49,4365.07,2874.42,3823.56,5296.09,4235.34,1177.93,-1795.41,-363.41,49164.39,40071.00,7466.90,1626.49,2130.00,39410.38,660.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68300.31,511.85,119.83,154.00,0.00,0.00,0.00,0.00,0.00,0.00,1576.00,230.00,0.00,230.00,0.00,0.00,0.00,112.00,112.00,7082.00,,0.00,1123.00,8318.00,9000.00,-685.00,0.00,357.85,0.00,511.85,0.00,148.76,532.00,471.00,0.00,223.00,0.00000,0.00000,0.00000,0.00700,0.12895,0.35273,0.51132,70.00,68982.31,61900.31,67655.00,-0.017648,50560.00,36739.09,5683.52,2263.88,4281.05,1592.46,51113.25,0.305771,0.252635,0.039771,-0.048123,0.082291,0.157999,-0.048404,0.199170,0.058890,0.602548,0.112280,0.063466,0.041793,0.055593,0.078455,0.061580,0.015675,-0.026104,-0.005284,13.53624518,13.90001532,14.46953534,13.59705374,76620,,124149.00,50461.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,,260287.89,61476.04,78468.57,74746.16,3722.41,50976.32,0.00,21983.75,-14860.12,-6061.08,43476.52,0.00,20197.21,0.02,-13884.36,12453.96,0.00,0.00,0.00,0.00,0.00,52504.00,383.00,2118.90,455.19,1951.00,2356.00,14530.09,6623.13,3873.40,2749.73,566.14,4943.48,3285.00,1185.38,-1746.80,-326.23,37973.91,31339.00,4944.10,1690.81,2146.00,31286.74,52.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52072.95,471.57,128.48,169.00,0.00,0.00,0.00,0.00,0.00,0.00,782.00,433.00,0.00,433.00,0.00,0.00,0.00,118.00,118.00,6683.00,,0.00,1229.00,7802.00,8016.00,-155.00,0.00,302.57,0.00,471.57,0.00,-419.31,285.00,443.00,0.00,167.00,0.00000,0.00000,0.00000,0.00865,0.14792,0.34262,0.50081,71.00,52286.95,45603.95,51275.00,-0.064632,38640.00,29354.13,3526.73,1676.14,2901.43,1181.57,38777.61,0.236185,0.301468,0.047847,-0.053342,0.084459,0.167032,-0.057091,0.195846,0.077596,0.624703,0.098554,0.073773,0.052372,0.010783,0.095870,0.062567,0.020861,-0.033270,-0.006214,15.27565456,15.71400483,16.13229368,15.4186408,77683,,124949.00,51117.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,,270239.68,65414.00,76905.75,72975.72,3930.04,51548.77,0.00,22880.14,-13968.17,-5687.18,44369.76,0.00,21228.41,0.02,-12106.85,13967.87,0.00,0.00,0.00,0.00,0.00,50247.00,521.00,2110.20,588.96,1726.00,2070.00,13223.16,5696.57,3344.51,2352.06,586.18,4605.03,3167.92,1139.14,-1681.17,-290.52,37023.84,29787.00,4923.80,2313.04,2902.00,29181.89,605.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49878.83,431.28,128.89,192.00,0.00,0.00,0.00,0.00,0.00,0.00,555.00,590.00,72.00,518.00,0.00,0.00,0.00,102.00,102.00,6845.00,,0.00,1322.00,8272.00,8092.00,153.00,0.00,239.28,0.00,431.28,0.00,173.82,390.00,422.00,0.00,178.00,0.00000,0.00000,0.00000,0.01030,0.16689,0.33251,0.49030,63.00,49698.83,42853.83,48925.00,-0.034216,36160.00,27943.22,3866.44,1365.19,2000.90,984.25,36769.64,0.242059,0.284583,0.051687,-0.044800,0.084666,0.164187,-0.051688,0.190752,0.078554,0.632315,0.104522,0.066561,0.046810,0.011666,0.093025,0.063047,0.021294,-0.033458,-0.005782,15.70003875,16.17807339,17.00543329,15.98767833,78764,,125690.00,51757.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,,293545.91,74085.23,76093.55,72138.80,3954.75,56629.98,0.00,25381.03,-13610.88,-5533.67,48081.75,0.00,22641.02,0.02,-11204.92,15449.15,0.00,0.00,0.00,0.00,0.00,59639.00,744.00,2688.90,825.62,1741.00,1699.00,15919.52,5121.85,3048.99,2072.86,3132.77,4669.60,3625.39,1233.08,-1593.08,-270.10,43719.48,34553.00,6274.10,2892.38,3718.00,33229.65,1323.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59206.53,498.57,149.91,216.00,0.00,0.00,0.00,0.00,0.00,0.00,444.00,772.00,80.00,692.00,0.00,0.00,0.00,96.00,96.00,8050.00,,0.00,1362.00,9095.00,9362.00,-302.00,0.00,282.57,0.00,498.57,0.00,824.78,455.00,445.00,0.00,224.00,0.00000,0.00000,0.00000,0.01195,0.18586,0.32241,0.47979,69.00,59473.53,51423.53,58277.00,0.024023,41600.00,31944.23,4830.81,1292.16,2448.92,1083.88,42030.15,0.252380,0.259222,0.052629,-0.038171,0.086464,0.163796,-0.046367,0.192917,0.077129,0.620414,0.112654,0.051124,0.034757,0.052529,0.079418,0.060789,0.019556,-0.026712,-0.004529,14.97263207,15.47015546,16.45413495,15.29452521,79915,,126485.00,52429.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,,318852.21,86092.90,76030.95,72234.38,3796.56,63080.11,0.00,26744.36,-13805.09,-5590.79,50492.59,0.00,24435.04,0.02,-11178.59,16959.94,0.00,0.00,0.00,0.00,0.00,67622.00,951.00,3627.60,928.59,1792.00,1633.00,18452.19,5143.07,3077.62,2065.44,4676.60,4568.29,4571.67,1285.34,-1524.57,-268.20,49169.81,37667.00,8464.40,3038.41,3967.00,36723.07,943.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67173.03,512.85,170.11,234.00,0.00,0.00,0.00,0.00,0.00,0.00,471.00,982.00,115.00,867.00,0.00,0.00,0.00,92.00,92.00,8300.00,,0.00,1290.00,9836.00,9845.00,-48.00,0.00,278.85,0.00,512.85,0.00,431.07,568.00,499.00,0.00,354.00,0.00000,0.00000,0.00075,0.01285,0.18344,0.32797,0.47498,72.00,67182.03,58882.03,66332.00,0.056443,46800.00,35470.99,6176.05,1277.61,2679.12,1196.23,47761.43,0.270009,0.238452,0.053191,-0.035059,0.083877,0.158357,-0.043296,0.197835,0.076634,0.593711,0.133417,0.045512,0.030544,0.069158,0.068520,0.067606,0.018044,-0.022546,-0.003966,14.67748695,15.12754915,16.05379103,14.92565229,81064,,127362.00,53147.10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,,375880.86,116422.64,77321.75,73683.38,3638.37,75242.03,0.00,30063.29,-13998.27,-5648.51,55963.57,0.00,26229.07,0.02,-11152.26,19789.05,0.00,0.00,0.00,0.00,0.00,76365.00,1409.00,3688.20,1052.32,1767.00,2002.00,21119.52,5211.37,3095.72,2115.65,7278.50,4382.21,4732.28,1264.56,-1481.82,-267.58,55245.48,43289.00,8605.80,3350.68,4403.00,40287.93,3001.07,0.00,0.00,0.00,126.88,0.00,0.00,0.00,75690.17,749.31,178.52,253.00,0.00,1.00,0.00,0.00,0.00,0.00,1881.00,681.00,218.00,463.00,0.00,0.00,0.00,86.00,86.00,9169.00,,0.00,1256.00,11685.00,11817.00,-171.00,125.88,370.43,242.00,622.43,0.00,2136.65,732.00,563.00,0.00,497.00,0.00000,0.00000,0.00151,0.01376,0.18102,0.33354,0.47017,185.12,75949.06,66780.06,75109.00,0.065665,52560.00,39151.75,6842.11,1163.53,3886.90,1515.72,54483.58,0.309733,0.205708,0.052647,-0.029670,0.079981,0.148886,-0.037241,0.200175,0.069780,0.603471,0.119969,0.040538,0.027704,0.095312,0.058113,0.061969,0.015832,-0.019404,-0.003504,14.49599737,14.95782941,15.8990557,14.78909368,82156,,128181.00,53844.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,,376581.58,108779.41,75763.60,72283.42,3480.18,74544.12,0.00,33467.15,-14167.00,-5720.40,61366.08,0.00,28023.09,0.02,-11125.92,19931.07,68.00,204.40,47.55,24.03,24.03,85129.00,1502.00,4379.70,1124.31,1800.00,2015.00,22945.01,5456.19,3173.61,2282.58,7908.61,4405.74,5494.51,1387.17,-1440.90,-266.31,62183.99,48310.00,10219.30,3654.69,4779.00,44347.02,3962.98,576.00,0.00,0.00,278.54,0.00,0.00,0.00,83755.05,1475.96,206.99,307.00,2.00,41.00,2.00,0.00,0.00,0.00,584.00,847.00,397.00,450.00,0.00,0.00,0.00,82.00,82.00,9220.00,,0.00,1478.00,14017.00,10733.00,3197.00,811.54,355.43,1030.00,621.43,0.00,2311.56,1305.00,617.00,0.00,526.00,0.00000,0.00000,0.00226,0.01467,0.17861,0.33911,0.46536,618.46,81325.59,72105.59,83651.00,0.045020,57840.00,43421.55,7672.83,1000.27,4156.13,1589.22,58544.47,0.288860,0.201188,0.052926,-0.029545,0.088871,0.162956,-0.037620,0.197949,0.074414,0.602927,0.127541,0.037280,0.026813,0.092901,0.052481,0.064543,0.015568,-0.016926,-0.003128,13.98636527,14.49731718,15.34443748,14.26884493,83216,,128961.00,54539.10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,,357221.28,92048.90,73390.30,70068.30,3321.99,69967.50,0.00,34660.67,-14339.59,-5790.06,63345.96,0.00,29817.11,0.02,-11099.59,19430.01,71.40,137.20,55.98,19.21,19.21,78460.00,1029.00,3817.50,1043.11,1861.00,1937.00,20528.61,5909.99,3348.99,2561.00,5679.71,4222.20,4922.12,1452.48,-1391.44,-266.44,57931.39,45412.00,8907.50,3611.89,4655.00,41616.92,3795.08,521.00,0.00,0.00,519.62,0.00,0.00,0.00,77305.74,1707.33,225.93,386.00,393.00,108.00,393.00,0.00,0.00,0.00,524.00,1014.00,509.00,505.00,0.00,0.00,0.00,62.00,62.00,9880.00,,0.00,1452.00,13479.00,11480.00,1457.00,539.62,388.71,1199.00,666.71,0.00,1929.37,1231.00,627.00,0.00,522.00,0.00000,0.00000,0.00301,0.01557,0.17619,0.34468,0.46055,576.38,76347.36,66467.36,77008.00,0.046028,52960.00,40986.61,6865.06,935.24,2757.14,1415.95,53870.77,0.257680,0.205448,0.054392,-0.031072,0.097029,0.177330,-0.040142,0.195866,0.083470,0.617278,0.121078,0.042684,0.032641,0.072390,0.054638,0.062734,0.017688,-0.017734,-0.003396,14.24858702,14.82357964,15.63532729,14.6016628,84344,,129969.00,55342.21,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,,368762.75,97465.93,72689.65,69525.85,3163.80,72434.74,0.00,35230.04,-14518.17,-5856.25,64406.63,0.00,31611.13,0.02,-11073.25,20516.06,57.80,167.84,56.40,20.13,20.13,83890.00,1441.00,3987.60,1137.88,1833.00,1656.00,22309.48,5993.39,3374.37,2619.03,7250.71,4183.89,4969.98,1527.45,-1350.41,-265.53,61580.52,48553.00,9304.40,3723.12,4861.00,44184.99,4368.01,581.00,0.00,0.00,555.87,0.00,0.00,0.00,82713.41,1779.58,247.01,415.00,435.00,124.00,435.00,0.00,0.00,0.00,541.00,1070.00,566.00,504.00,0.00,0.00,0.00,24.00,24.00,10575.00,,0.00,1475.00,13518.00,12210.00,706.00,577.87,351.71,1304.00,642.71,50.90,2370.40,855.00,632.00,0.00,488.00,0.00000,0.00000,0.00376,0.01648,0.17377,0.35025,0.45574,615.13,82542.28,71967.28,82415.00,0.077079,56480.00,43374.04,7262.39,915.84,3404.83,1522.91,57272.85,0.264305,0.197118,0.055635,-0.030028,0.095536,0.174656,-0.039370,0.196426,0.085722,0.616014,0.118049,0.040224,0.031220,0.086431,0.050653,0.059244,0.017428,-0.016097,-0.003165,14.42956292,15.02485024,15.86083681,14.74479687,85486,,131028.00,56181.36,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,,375209.59,89689.37,73759.08,70506.29,3252.78,71623.13,0.00,38784.96,-14864.04,-6003.64,70114.21,0.00,34067.30,0.02,-10908.67,22944.26,55.25,190.14,51.71,24.90,24.90,93274.00,2834.00,4337.40,1366.23,1908.00,1751.00,26382.63,6107.46,3437.11,2670.36,10704.23,4160.90,5431.05,1605.15,-1363.67,-262.49,66891.37,52749.00,10120.60,4021.77,5388.00,46648.62,6100.38,656.00,0.00,0.00,603.00,0.00,0.00,0.00,92113.94,1883.28,271.78,461.00,534.00,153.00,534.00,0.00,0.00,0.00,546.00,1096.00,630.00,466.00,0.00,0.00,0.00,19.00,19.00,11127.00,,0.00,1737.00,15888.00,12788.00,2367.00,572.00,316.28,1376.00,624.28,101.80,3998.29,1014.00,672.00,0.00,451.00,0.00000,0.00000,0.00392,0.02097,0.18948,0.34404,0.44160,611.00,90272.94,79145.94,91537.00,0.132597,60720.00,45966.36,7983.17,1072.95,3735.35,1962.17,61477.87,0.239038,0.196581,0.061151,-0.029074,0.103369,0.186867,-0.039615,0.190888,0.090795,0.601704,0.115445,0.036850,0.028629,0.114761,0.045250,0.058227,0.016569,-0.014620,-0.002814,14.30035972,14.91147042,15.70978123,14.62137613,86832,,132122.00,57115.00,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,,380833.27,76533.04,78044.96,74456.02,3588.94,72066.42,0.00,41334.83,-15389.84,-6224.94,74350.38,0.00,37185.60,0.02,-10605.83,27313.71,68.00,220.43,58.78,35.89,35.89,119163.00,7610.00,5758.80,1760.73,1927.00,2066.00,34694.53,6519.15,3708.32,2810.83,16650.40,4253.20,7230.51,1714.53,-1415.97,-257.29,84468.47,66187.00,13437.20,4844.27,6605.00,57655.85,8531.15,836.00,0.00,0.00,750.42,0.00,0.00,0.00,117511.80,2233.56,304.64,529.00,358.00,212.00,358.00,0.00,0.00,0.00,516.00,1138.00,718.00,420.00,0.00,0.00,0.00,32.00,32.00,17040.00,,0.00,1819.00,23364.00,18726.00,4018.00,1016.42,330.14,1716.00,647.14,152.70,6015.31,1601.00,709.00,0.00,512.00,0.00000,0.00000,0.00408,0.02545,0.20519,0.33783,0.42745,747.58,114460.23,97420.23,117344.00,0.225035,74880.00,57080.57,10060.72,1112.00,4117.71,2509.00,75833.65,0.200962,0.204932,0.071721,-0.027849,0.108538,0.195231,-0.040411,0.189234,0.097643,0.589225,0.119624,0.031120,0.023588,0.139728,0.036101,0.060677,0.013979,-0.011883,-0.002159,13.42084667,14.00911786,14.96169641,13.76468391,88173,,133402.00,57392.48,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,,401366.81,73524.66,86680.67,82755.58,3925.09,79715.92,0.00,40942.21,-15914.50,-6446.89,73972.66,0.00,40303.91,0.02,-10303.00,32444.28,38.25,179.53,49.97,48.12,48.12,154500.00,11415.00,7882.20,1838.40,1988.00,1889.00,42795.60,7174.69,4109.14,3065.55,22004.79,4156.76,9423.76,1683.66,-1400.62,-247.42,111704.40,88036.00,18391.80,5276.60,7115.00,75833.15,12202.85,1061.00,0.00,0.00,992.10,0.00,0.00,0.00,152595.44,2527.52,316.04,589.00,350.00,259.00,350.00,0.00,0.00,0.00,506.00,1077.00,778.00,299.00,0.00,0.00,0.00,78.00,78.00,36455.00,,0.00,2139.00,30763.00,38116.00,-8014.00,1444.10,144.42,2008.00,474.42,203.60,9516.83,4164.00,724.00,0.00,576.00,0.00000,0.00000,0.00423,0.02993,0.22090,0.33162,0.41331,838.90,162001.55,125546.55,152361.00,0.265399,96880.00,75299.63,14255.65,1048.00,3541.71,2735.00,97611.17,0.183186,0.215964,0.080834,-0.025670,0.102007,0.184302,-0.039651,0.198611,0.100417,0.598063,0.124943,0.026596,0.019842,0.142426,0.027102,0.060995,0.010700,-0.009066,-0.001601,12.38882203,12.9606491,13.52071335,12.24149802,89560,,134860.00,57736.22,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,458567.63,85568.41,101274.89,97013.64,4261.25,93514.08,0.00,43945.73,-16415.40,-6682.61,78626.88,0.00,43422.21,0.02,-10000.16,38631.00,84.15,192.08,50.13,55.57,55.57,190109.00,14074.00,9367.20,1946.00,2064.00,1847.00,49563.20,7565.00,4554.83,3010.17,26778.16,4247.96,10941.71,1609.81,-1340.62,-238.82,140545.80,112698.00,21856.80,5991.00,7937.00,95347.27,17350.73,1246.00,0.00,0.00,1278.50,0.00,0.00,0.00,187357.14,3179.91,314.95,659.00,84.00,301.00,81.00,0.00,0.00,0.00,521.00,949.00,818.00,131.00,0.00,0.00,0.00,195.00,195.00,58131.00,,0.00,2899.00,47003.00,59796.00,-13230.00,2142.50,294.42,2328.00,655.42,254.50,14112.82,15987.00,750.00,0.00,566.00,0.00000,0.00000,0.00439,0.03442,0.23661,0.32541,0.39916,1253.50,202674.64,144543.64,187210.00,0.249885,119920.00,94796.67,17976.76,958.00,3508.57,2680.00,121642.87,0.186599,0.220850,0.084243,-0.021807,0.095833,0.171462,-0.035797,0.203926,0.094691,0.619202,0.120089,0.023959,0.015834,0.140857,0.022430,0.057555,0.008382,-0.007052,-0.001256,11.82388112,12.36126251,12.73766045,11.21007484,90999,,136739.00,58249.52,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,,536613.30,101397.60,118576.26,113978.86,4597.40,107187.41,0.00,52309.24,-16966.14,-6889.44,92227.34,0.00,46540.51,0.02,-9697.33,45038.39,79.90,179.94,46.97,52.30,52.30,204508.00,12949.00,9659.40,2144.37,2136.00,1388.00,50646.77,7891.13,5007.66,2883.47,27342.07,4412.89,11015.90,1510.85,-1294.21,-231.86,153861.23,124321.00,22538.60,7001.63,9146.00,93001.77,31319.23,1291.00,0.00,0.00,1410.21,0.00,0.00,0.00,201226.04,3807.06,303.90,757.00,72.00,351.00,67.00,0.00,0.00,0.00,953.00,949.00,850.00,99.00,0.00,0.00,0.00,295.00,295.00,70493.00,,0.00,3612.00,48311.00,72690.00,-24856.00,2283.21,694.84,2537.00,1105.84,305.40,27370.99,16876.00,787.00,0.00,682.00,0.00000,0.00000,0.00455,0.03890,0.25233,0.31920,0.38502,1645.79,228306.26,157813.26,200896.00,0.220661,121393.56,92377.94,21873.38,795.10,3575.88,2771.26,123166.56,0.188958,0.220972,0.083931,-0.018071,0.097480,0.171869,-0.031617,0.199748,0.086730,0.636885,0.115463,0.024486,0.014100,0.133697,0.021612,0.053865,0.007354,-0.006328,-0.001134,11.54758168,12.06871218,12.52012925,10.60107018,92376,,138397.00,58656.20,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,,631792.79,127145.78,134658.94,129725.38,4933.55,124023.92,0.00,62212.74,-17574.67,-7062.76,109028.19,0.00,49658.82,0.02,-9394.49,52033.56,169.15,209.25,48.39,57.60,57.60,205877.00,10689.00,10148.40,2284.34,2200.00,1298.00,47724.74,8089.12,5435.98,2653.14,23023.64,5067.83,11528.35,1521.91,-1280.20,-225.91,158152.26,126304.00,23679.60,8168.66,10453.00,93123.67,33180.33,1254.00,0.00,0.00,1419.88,0.00,0.00,0.00,203089.99,3957.30,311.71,919.00,563.00,425.00,558.00,0.00,0.00,0.00,2865.00,1014.00,900.00,114.00,0.00,0.00,0.00,240.00,240.00,71087.00,,0.00,4544.00,50217.00,75206.00,-26012.00,1690.88,784.41,3463.00,1283.41,356.30,28077.61,18613.00,829.00,0.00,795.00,0.00000,0.00000,0.00471,0.04339,0.26804,0.31300,0.37087,2666.12,230752.87,159665.87,201333.00,0.139893,122236.45,92507.48,22576.39,795.31,3576.79,2780.48,126405.45,0.201246,0.213138,0.082359,-0.014870,0.098470,0.172570,-0.027817,0.196305,0.078600,0.646906,0.121283,0.026404,0.012887,0.111832,0.024647,0.055996,0.007362,-0.006218,-0.001097,11.26659564,11.73343463,12.24138797,10.19299134,93697,,139928.00,58997.36,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,,694642.63,133877.67,140567.45,137269.66,3297.80,142591.50,0.00,73192.00,-20903.00,-8736.50,124735.50,0.00,54103.00,0.02,-11486.50,57965.00,216.75,261.57,60.49,66.09,66.09,206464.16,9104.00,11596.80,2603.25,2110.00,1367.00,47527.21,8221.25,5450.79,2770.46,20611.99,5502.09,13232.13,1688.54,-1529.97,-198.81,158936.95,122485.00,27059.20,9392.75,11996.00,100285.95,22199.05,1367.00,0.00,0.00,1353.48,0.00,0.00,0.00,205792.36,4263.18,282.62,1269.00,2605.00,544.00,2600.00,0.00,0.00,96.00,5504.00,1407.00,1057.00,254.00,0.00,0.00,0.00,130.00,130.00,38319.00,,420.84,5621.00,49283.00,45360.00,844.00,-423.52,812.70,5066.00,1542.70,407.20,15183.15,16351.00,859.00,0.00,878.00,0.00000,0.00000,0.00753,0.04790,0.26869,0.31682,0.35906,3897.52,204589.84,166270.84,201264.00,0.070743,134199.22,99734.39,26120.27,1067.00,4198.86,3078.71,140365.22,0.192729,0.202359,0.083446,-0.016536,0.105366,0.179568,-0.030092,0.205273,0.077886,0.630512,0.139292,0.026401,0.013419,0.099833,0.026778,0.064089,0.008049,-0.007410,-0.000963,10.00713513,10.38847371,11.27881729,9.530141939,94933,,141389.00,59297.34,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,,762456.81,129970.71,146503.60,142953.25,3550.35,165537.50,0.00,85244.00,-25683.50,-9556.50,155447.50,0.00,59279.50,0.02,-14346.50,60504.00,124.95,279.22,53.37,65.73,65.73,224200.13,11193.00,11316.90,2949.13,2240.00,2708.00,55622.16,8375.29,5547.13,2828.15,27439.78,6230.68,13740.13,2027.98,-1708.63,-483.09,168577.97,132361.00,26406.10,9810.87,12760.00,115706.82,16654.18,1552.00,0.00,0.00,1487.52,0.00,0.00,0.00,221692.01,5161.22,349.90,1390.00,1613.00,686.00,1591.00,1019.00,0.00,106.00,6196.00,1960.00,295.00,540.00,0.00,0.00,0.00,297.00,297.00,34141.00,,478.87,5936.00,55251.00,42594.00,10682.00,762.52,1395.70,3931.00,2121.70,458.10,10143.38,18793.00,997.00,0.00,996.00,0.00000,0.00000,0.01035,0.05241,0.26935,0.32065,0.34724,2524.48,212074.53,177933.53,218743.00,0.079461,150261.75,115020.90,25700.93,1125.00,4908.57,3506.35,154579.75,0.170463,0.192147,0.079354,-0.018816,0.111802,0.203877,-0.033685,0.217111,0.077748,0.626851,0.125057,0.024742,0.012614,0.122390,0.027737,0.061285,0.009099,-0.007621,-0.002155,8.995801796,9.379388201,9.862642922,8.652275545,96183,,144126.00,60118.46,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,,818894.98,128635.28,151380.70,147482.11,3898.59,182172.00,0.00,93058.50,-30844.50,-10410.00,188399.50,0.00,64540.00,0.02,-17710.00,59263.50,123.25,299.45,49.14,69.08,69.08,250477.72,12254.00,12957.60,3382.70,2415.00,2983.00,65525.02,9269.33,6081.09,3188.24,34504.98,6518.05,15682.66,2296.05,-2003.57,-742.46,184952.70,144313.00,30234.40,10405.30,13788.00,127606.72,16706.28,1667.00,0.00,0.00,1638.00,0.00,0.00,0.00,247169.51,5738.84,422.37,1557.00,1296.00,833.00,1270.00,1165.00,0.00,117.00,5515.00,2598.00,364.00,952.00,0.00,0.00,0.00,336.00,336.00,35274.00,,540.28,6169.00,56329.00,43723.00,11174.00,1202.00,1683.84,3004.00,2433.84,509.00,10759.44,18065.00,1140.00,0.00,1068.00,0.00000,0.00000,0.01317,0.05692,0.27001,0.32448,0.33542,1311.00,237868.51,202594.51,244849.00,0.086141,166778.82,126757.81,28963.11,1293.00,5681.14,4083.77,171141.82,0.157084,0.184860,0.072370,-0.021627,0.113639,0.230066,-0.037666,0.222461,0.078814,0.610497,0.127903,0.024278,0.012729,0.137757,0.025827,0.062611,0.009362,-0.007999,-0.002964,8.512171482,8.897485085,9.151328869,8.189076219,97552,,146631.00,60825.47,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,850257.98,132202.74,155604.24,152020.88,3583.36,187859.00,0.00,96090.50,-35414.00,-11508.00,207930.50,0.00,69871.50,0.02,-21090.50,57204.00,92.65,290.59,46.14,56.31,56.31,245731.60,10010.00,11482.50,3430.54,2674.00,3470.00,63773.64,10437.27,6854.35,3582.92,32573.72,7020.20,14399.86,2577.65,-2285.66,-949.39,181957.96,144334.00,26792.50,10831.46,14262.00,126869.93,17464.07,1618.00,0.00,0.00,1638.00,0.00,0.00,0.00,243334.66,5994.89,503.05,1823.00,2278.00,985.00,2247.00,1414.00,0.00,126.00,4900.00,2548.00,475.00,533.00,0.00,0.00,0.00,340.00,340.00,38493.00,,577.40,6582.00,52954.00,46281.00,3604.00,24.00,1869.89,3349.00,2738.89,616.00,10760.18,15376.00,1357.00,0.00,915.00,0.00000,0.00000,0.01599,0.06144,0.27066,0.32830,0.32361,1634.00,239917.66,201424.66,239727.00,0.086663,165005.51,126174.08,26730.59,1528.00,5995.43,4577.42,168146.51,0.155485,0.183008,0.067278,-0.024805,0.113013,0.244550,-0.041651,0.220944,0.082177,0.624542,0.115933,0.027894,0.014581,0.132558,0.028291,0.058600,0.010768,-0.009301,-0.003864,8.514802349,8.926913682,9.24104778,8.253355662,98941,,149188.00,61536.66,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
